architecture	update	activation	dropout	n_filters	                learning_rate	n_hidden	mini_batch_size	                cv0_PCC	cv0_AUC	cv0_epoch	                cv1_PCC	cv1_AUC	cv1_epoch	                cv2_PCC	cv2_AUC	cv2_epoch	                cv3_PCC	cv3_AUC	cv3_epoch	                cv4_PCC	cv4_AUC	cv4_epoch	                PCC	AUC
1_9_3_aa	rmsprop	sigmoid	0.501187233627	8	0.01	105	1	0.313873846037	0.669622650824	499	NA	NA	NA	0.269162577212	0.620689665264	286	0.421466573878	0.704420220472	370	0.380353126124	0.661911785824	483	0.345010627454	0.667847757299
9aa	adam	tanh	0.0	32	1e-06	4	4	0.62255826527	0.81079526943	354	0.654586452681	0.819157184062	498	NA	NA	NA	0.640509252312	0.821773183173	497	0.618251079016	0.801000771851	459	0.633938713331	0.813565123991
1_9_3_aa	rmsprop	rectify	0.0	50	2.15443469003e-05	105	17	0.454498630439	0.719080593687	44	0.554194686304	0.763341497642	27	0.672505001557	0.79824820949	59	0.438766405303	0.714536000604	46	0.576993899095	0.78623836761	42	0.561014696112	0.760436101479
feature_channel_9_3_aa	adam	rectify	0.199526231497	21	0.000464158883361	4	4	0.580079857215	0.802708644758	33	-1.25181148592e-16	0.5	145	0.599084255083	0.801124058504	186	NA	NA	NA	0.566050262901	0.782495243246	52	0.520000854168	0.761040710128
feature_channel_9_3_aa	sgd	rectify	0.0	13	0.0464158883361	22	17	0.659670881292	0.827770837531	27	0.685626373387	0.833685702036	20	0.76205557229	0.857191641907	28	0.685595805089	0.842462121244	21	0.674514785852	0.834998860564	342	0.70251902123	0.840617221306
1_9_3_aa	rmsprop	sigmoid	0.0	32	0.000464158883361	1	4	0.542706623784	0.773617803044	119	0.564827304036	0.776326518721	232	0.567333548993	0.763206502143	305	0.543641851344	0.776799489085	194	0.455029928321	0.709610769541	134	0.542076771955	0.762687881533
9aa	rmsprop	tanh	0.501187233627	21	4.64158883361e-06	501	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
feature_channel_9_3_aa	rmsprop	rectify	1.25892541179	2	0.0464158883361	501	74	0.117384787634	0.591622396269	398	-0.0361765265937	0.473242206382	474	-0.241158010687	0.411685754121	256	0.0571438528303	0.518119097182	139	-0.0680439955777	0.521511024431	165	0.0116844604291	0.496767676996
9_3_aa	sgd	rectify	0.199526231497	32	0.0464158883361	105	17	0.715161585136	0.85669155158	326	NA	NA	NA	0.79191017451	0.874565761871	207	0.73765967052	0.868274628167	177	0.717042721584	0.856585977449	233	0.74838803491	0.865267345756
9_3_aa	rmsprop	tanh	0.0	3	0.215443469003	22	74	-0.0107506880108	0.5	313	-1.25181148592e-16	0.5	362	-0.0834883846179	0.488416472924	246	-0.09456605584	0.5	385	1.57652297304e-16	0.5	11	-0.0385989476167	0.477622636836
9aa	adam	tanh	0.501187233627	50	4.64158883361e-06	105	316	0.586265774391	0.79558580774	500	0.584613039336	0.788474544423	491	0.656188173928	0.802496733885	498	NA	NA	NA	0.537584370925	0.761002773667	497	0.602728550588	0.789173088722
1_9_3_aa	rmsprop	tanh	0.199526231497	21	0.000464158883361	4	4	0.551108917621	0.781841958847	289	0.46644013121	0.731359766178	216	NA	NA	NA	0.538520046912	0.781053040336	325	0.513232094947	0.753043620097	212	0.518932092929	0.761863143396
1_9_3_aa	adam	rectify	0.199526231497	8	0.00215443469003	4	1	0.208764663773	0.585850004358	3	0.248868518144	0.634268806464	1	nan	0.5	395	0.308712659911	0.647508014119	2	0.122130333906	0.558993932895	11	0.209586195018	0.5955689046
9_3_aa	rmsprop	tanh	0.0	1	4.64158883361e-06	4	74	NA	NA	NA	0.519221904346	0.747208167293	498	0.679949095575	0.805293183537	485	0.57326765331	0.781367996766	488	0.510775423566	0.741700205879	496	0.587052115889	0.772775532974
1_9_3_aa	rmsprop	sigmoid	0.0	32	1.0	4	316	8.8178890084e-17	0.5	95	nan	0.5	230	8.63078003002e-17	0.5	307	-5.50012070601e-17	0.5	332	1.57652297304e-16	0.5	164	0.0913078185454	0.533772309209
9aa	adam	sigmoid	0.0	21	4.64158883361e-06	4	17	0.630131934183	0.816552886937	481	0.634542880096	0.81106132284	493	0.691594943423	0.826493223105	495	0.657043905358	0.831680219429	494	0.584226920388	0.78151109467	498	0.646204816998	0.814474670238
9aa	rmsprop	sigmoid	0.0	21	1e-06	1	17	-0.0138932073162	0.480049246398	500	NA	NA	NA	-0.0650115492109	0.422773203461	142	-0.0510784763098	0.470042387257	499	0.363714420481	0.659596233931	500	0.186224249906	0.567380037163
9aa	rmsprop	sigmoid	1.25892541179	8	4.64158883361e-06	4	1	-0.059840198843	0.493344272313	1	0.140635704407	0.572338129398	1	0.172321081318	0.553233424176	388	-0.0773674698629	0.501509123477	1	0.0324377808765	0.500617929255	208	0.0963726498258	0.536437829023
feature_channel_9_3_aa	sgd	sigmoid	0.0	13	2.15443469003e-05	105	1	0.594018215273	0.796520046585	500	NA	NA	NA	NA	NA	NA	0.607848780483	0.799133555004	500	0.54430219886	0.757368890752	496	0.581798305392	0.784429925802
feature_channel_9_3_aa	rmsprop	tanh	0.0	1	0.000464158883361	105	74	0.617917392535	0.808417720678	56	0.620144188557	0.79919676468	207	0.72673089304	0.833377554652	154	0.648822052069	0.826134576374	64	0.628647570315	0.812379890989	261	0.659269238822	0.817621058156
9_3_aa	rmsprop	sigmoid	1.25892541179	50	1e-06	1	316	-0.132902310456	0.45757735783	499	-0.10598531808	0.435745383043	493	0.0489396550926	0.517105148403	476	-0.000481629551661	0.473908986865	495	0.00151201794837	0.508910582392	491	-0.0238281945982	0.485055093404
9_3_aa	sgd	sigmoid	1.25892541179	3	0.01	501	316	-0.0736035017837	0.466075062126	350	NA	NA	NA	0.24206037687	0.583132157064	1	0.0744833688148	0.527577646908	372	0.0409509061857	0.52880429099	85	-0.0155535018243	0.492609708845
9aa	sgd	tanh	0.199526231497	50	0.00215443469003	4	74	0.597146883415	0.803945072641	495	0.604398851195	0.798688524111	488	0.695188379401	0.821660866094	490	0.601400421337	0.808984467581	498	0.555144733665	0.773089142895	496	0.621153716345	0.802281542207
feature_channel_9_3_aa	rmsprop	rectify	0.0	1	0.0464158883361	22	17	-1.0	0.5	235	1.0	0.5	294	NA	NA	NA	nan	0.5	36	-0.0171080589185	0.5	59	-0.00108669467417	0.499185524232
feature_channel_9_3_aa	sgd	sigmoid	0.0	8	1.0	4	1	0.0393676067005	0.507167018945	348	-0.0869364162312	0.5	305	-0.0604281732388	0.5	6	-0.108204639063	0.5	62	-0.0229297886231	0.5	111	0.0917922552362	0.534047922267
9_3_aa	sgd	tanh	0.501187233627	1	1e-06	4	316	-0.00594052596134	0.526714584714	500	-0.13737720409	0.424030547559	500	0.0313991098707	0.529309778677	3	NA	NA	NA	0.0185820568346	0.511220710259	22	-0.0422112118131	0.488852242654
feature_channel_9_3_aa	adam	tanh	0.0	50	0.00215443469003	22	4	NA	NA	NA	nan	0.5	465	NA	NA	NA	0.00669498143469	0.5	13	0.00509217407068	0.5	38	0.0212920091749	0.506450690385
feature_channel_9_3_aa	adam	sigmoid	0.199526231497	13	1e-06	1	316	NA	NA	NA	-0.0421154766633	0.5	500	0.0622375929652	0.5	489	0.0987918701297	0.5	499	0.103488933692	0.5	494	0.0804336567284	0.531569540925
1_9_3_aa	adam	sigmoid	0.0	13	0.0464158883361	22	4	NA	NA	NA	1.25181148592e-16	0.5	240	NA	NA	NA	5.50012070601e-17	0.5	116	1.57652297304e-16	0.5	85	0.0212694751546	0.506450690385
1_9_3_aa	rmsprop	tanh	0.0	5	0.01	1	316	0.500776928504	0.748239030318	309	NA	NA	NA	0.564552075979	0.767071477572	233	0.521315576317	0.759898456776	478	0.45310901158	0.704344957138	488	0.518203524183	0.749870631116
feature_channel_9_3_aa	sgd	rectify	1.25892541179	8	0.01	22	74	NA	NA	NA	0.0894639414308	0.553533001539	1	-0.304803844179	0.431357304741	290	0.0587282752044	0.524971677658	95	0.055782456358	0.557876934699	438	0.0581033755954	0.521628026763
1_9_3_aa	sgd	sigmoid	1.25892541179	21	0.000464158883361	22	74	-0.0629371213213	0.473182236661	1	NA	NA	NA	NA	NA	NA	-0.00409569720851	0.487760411355	498	-0.0851495821562	0.454716815105	413	0.0281812443722	0.505248718076
1_9_3_aa	adam	tanh	1.25892541179	21	0.01	501	316	0.111350185459	0.563340977944	151	-0.0666244337732	0.467972804858	362	0.0105447908124	0.510460288027	262	0.0488183791597	0.52319090753	323	0.078708471703	0.531875050728	411	-0.0120566921272	0.495300890925
feature_channel_9_3_aa	sgd	sigmoid	0.199526231497	32	0.01	4	1	0.613254048416	0.812767450519	391	0.621497307297	0.807980100216	368	NA	NA	NA	0.625674401968	0.81664760272	468	0.598354259434	0.792939966566	270	0.614205270969	0.804879395246
9aa	rmsprop	tanh	1.25892541179	13	1e-06	501	316	-0.183270854564	0.402391810491	498	-0.120951184448	0.424237427453	495	0.0857785428309	0.544412193026	36	-0.106433315093	0.448431914474	499	0.0313745335458	0.510355129334	471	-0.0366528418051	0.480621414736
1_9_3_aa	adam	sigmoid	0.501187233627	50	0.000464158883361	501	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9_3_aa	sgd	sigmoid	0.501187233627	2	0.215443469003	501	17	0.595486556754	0.796874793749	361	NA	NA	NA	0.685545342979	0.803045710386	374	0.597558530251	0.793682356634	448	0.561015508665	0.774690986595	495	0.620631453323	0.792977713757
9_3_aa	rmsprop	rectify	0.199526231497	21	0.01	105	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_9_3_aa	rmsprop	sigmoid	0.501187233627	3	0.0001	22	4	0.369232323248	0.676025053998	298	0.457772557927	0.722551884288	440	0.372371060018	0.664580801802	477	0.423953132089	0.694447203691	476	0.360857915764	0.65940518334	499	0.395027051408	0.684481813338
9_3_aa	adam	tanh	0.0	1	4.64158883361e-06	4	74	0.578075218822	0.790365659635	493	0.59154747968	0.785388987125	500	NA	NA	NA	0.57658579134	0.780255661662	496	0.531268977251	0.756334189471	496	0.569161379292	0.778352643171
1_9_3_aa	rmsprop	sigmoid	0.0	3	0.0464158883361	4	1	0.400263249596	0.684701988768	394	NA	NA	NA	0.561102941914	0.756694978846	344	0.441526514794	0.718526313697	36	0.445160223323	0.717511644096	4	0.481363848473	0.724908174016
9aa	adam	tanh	1.25892541179	32	0.0464158883361	4	316	-0.105083316771	0.494512822709	350	-0.0122582346451	0.498194406516	171	0.0281346805084	0.503559055215	227	0.0565287693088	0.517948392688	326	0.00526765659987	0.463881624336	370	0.0402338082519	0.518192420137
1_9_3_aa	adam	sigmoid	0.501187233627	1	0.215443469003	22	316	0.135201340989	0.569967459577	55	1.25181148592e-16	0.5	126	NA	NA	NA	0.205659480716	0.568178662711	8	0.107190056553	0.56651647187	103	0.0849024891068	0.544110211402
9aa	rmsprop	rectify	0.0	21	0.00215443469003	4	74	nan	0.5	386	nan	0.5	129	0.613546617849	0.787783472992	15	-5.50012070601e-17	0.5	306	0.572222729967	0.779851674346	14	0.407016707192	0.663683985877
9aa	adam	rectify	0.0	2	2.15443469003e-05	22	17	0.62622533043	0.811508861029	451	0.668560158155	0.82119049916	491	0.74002782074	0.841218819727	266	0.658550896008	0.829951871632	430	0.634810268452	0.813877995311	352	0.675094492725	0.824859381502
feature_channel_9_3_aa	rmsprop	rectify	0.199526231497	2	2.15443469003e-05	105	74	0.625463517854	0.810712072581	497	0.657789404882	0.820640549951	499	NA	NA	NA	0.676342065712	0.834324187829	495	0.633335945833	0.811714374684	495	0.648703030151	0.819576561839
9_3_aa	sgd	rectify	0.501187233627	8	1e-06	105	74	0.181100558433	0.588194411618	168	-0.105777335704	0.440429578326	189	0.17017706268	0.580533064435	16	-0.0174396833501	0.502824388929	86	-0.089277508919	0.469816445491	40	0.0471598351352	0.521290179086
9aa	rmsprop	sigmoid	1.25892541179	2	0.0001	1	74	0.055443452156	0.478268506868	412	-0.153607263201	0.421079037545	8	NA	NA	NA	0.1382176932	0.557524195843	7	-0.00260396303224	0.490988721928	19	-0.00729701575277	0.495037375701
9_3_aa	rmsprop	rectify	0.199526231497	2	4.64158883361e-06	1	1	nan	0.5	130	-1.25181148592e-16	0.5	88	8.63078003002e-17	0.5	5	0.563120106568	0.783935765705	467	1.57652297304e-16	0.5	21	0.257155240871	0.594466096879
9aa	rmsprop	tanh	0.0	5	1.0	4	74	-8.8178890084e-17	0.5	320	1.25181148592e-16	0.5	362	-0.0776317574426	0.483168666723	431	5.50012070601e-17	0.5	159	1.57652297304e-16	0.5	306	-0.0667184054182	0.475462814992
feature_channel_9_3_aa	rmsprop	tanh	0.0	13	0.00215443469003	22	74	0.625327144123	0.809602539066	285	0.633483850484	0.807560922084	162	0.724796564003	0.832174989406	320	0.625463398305	0.819597958128	108	0.629209350417	0.811155446347	119	0.657091745653	0.815123436821
9aa	sgd	sigmoid	0.0	8	0.0001	501	74	NA	NA	NA	NA	NA	NA	0.102927681784	0.562102139832	494	0.289022614	0.634910380543	494	0.243179965032	0.615198570086	496	0.185234806963	0.58576009625
1_9_3_aa	rmsprop	tanh	0.0	1	2.15443469003e-05	105	17	0.503426814222	0.748198118137	255	0.476167549783	0.72922438462	290	0.677306301117	0.803819641992	467	0.519017809525	0.755007650321	286	0.544131974081	0.768696520663	197	0.564401775885	0.765091837848
9_3_aa	adam	tanh	0.0	1	0.000464158883361	4	316	0.58085043331	0.789914515541	370	0.596774030677	0.786791178676	45	NA	NA	NA	0.58490163415	0.798734573984	344	0.555918740519	0.771315174162	382	0.579186913341	0.786060318273
feature_channel_9_3_aa	rmsprop	tanh	0.0	8	0.215443469003	1	74	8.8178890084e-17	0.5	38	1.25181148592e-16	0.5	55	1.15077067067e-16	0.5	281	5.50012070601e-17	0.5	321	1.57652297304e-16	0.5	461	0.091538990777	0.533772309209
1_9_3_aa	adam	tanh	0.0	2	0.000464158883361	4	316	0.532474817264	0.766437765669	488	0.612969584933	0.799195781817	493	0.669818868699	0.795562883827	498	0.612756243716	0.803102183034	500	0.589916350417	0.79178263937	479	0.613657437242	0.792111707464
feature_channel_9_3_aa	sgd	rectify	0.0	13	0.01	105	4	0.673249272259	0.836684283865	12	0.694168308664	0.83839691343	18	0.765562045004	0.856257155601	16	0.695543933291	0.84805382997	11	0.677569781508	0.836981946968	13	0.70825877003	0.843795778609
9aa	sgd	rectify	0.199526231497	32	0.0464158883361	105	74	0.710091762083	0.853879247828	498	0.731150199314	0.857981199005	500	0.78906052044	0.871876221866	402	0.737828428607	0.871028067914	470	0.714331793943	0.853915620103	451	0.743283740596	0.862757445673
feature_channel_9_3_aa	rmsprop	sigmoid	0.0	21	0.000464158883361	4	316	0.63379350218	0.813432359247	139	0.654379135005	0.816533042769	176	0.738876281076	0.838850491556	223	0.666663565185	0.831087722356	174	0.622478912115	0.806170434609	472	0.673172836131	0.822331382973
feature_channel_9_3_aa	rmsprop	sigmoid	0.199526231497	21	1.0	501	316	nan	0.5	395	nan	0.5	498	nan	0.5	159	nan	0.5	179	nan	0.5	392	-0.00316537951823	0.4995363467
feature_channel_9_3_aa	rmsprop	sigmoid	1.25892541179	2	0.215443469003	4	316	0.130243730501	0.562162921066	75	-0.0337213957836	0.438830738728	44	0.023011650396	0.527158796384	353	0.0608783622908	0.542542754274	71	0.114009500969	0.558099397816	293	-0.0447154389495	0.482427591459
feature_channel_9_3_aa	rmsprop	tanh	0.0	3	0.01	4	1	nan	0.5	235	1.25181148592e-16	0.5	37	NA	NA	NA	-5.50012070601e-17	0.5	394	-0.0448451170141	0.5	89	0.0289434731626	0.512166463163
9_3_aa	sgd	sigmoid	0.0	21	4.64158883361e-06	105	74	0.186253299759	0.589281198203	498	0.210634533828	0.600382086424	484	0.0173969660607	0.505657021678	24	0.185733795133	0.585789810426	490	0.147449384818	0.545893739035	466	0.158605599091	0.572173943075
9aa	adam	sigmoid	0.0	13	0.0464158883361	22	17	8.8178890084e-17	0.5	486	NA	NA	NA	nan	0.5	262	nan	0.5	390	-1.57652297304e-16	0.5	82	0.0975038349696	0.538029459003
9_3_aa	sgd	sigmoid	1.25892541179	8	0.01	105	74	0.144861652074	0.590210411329	16	-0.00640508202928	0.475998152017	121	0.163813152014	0.564755404308	1	NA	NA	NA	-0.0591941447523	0.480632753626	1	-0.00768377241576	0.505800500052
9_3_aa	adam	rectify	0.0	32	1e-06	4	17	0.612573106118	0.804025282315	495	NA	NA	NA	0.704454864792	0.816138103382	498	0.661618492841	0.833368093805	500	0.615608664045	0.801928612011	489	0.658291622289	0.814463854893
1_9_3_aa	adam	tanh	0.199526231497	5	0.000464158883361	1	4	0.514696801233	0.76373746078	394	NA	NA	NA	NA	NA	NA	0.512123541374	0.752903233645	304	0.431561659169	0.707198872895	398	0.485758365519	0.740537554232
9_3_aa	sgd	sigmoid	0.501187233627	13	0.0001	1	1	0.475905592285	0.761945721181	472	NA	NA	NA	0.455799987822	0.690826944509	497	0.497341272073	0.749443540766	481	-0.0159345985654	0.5	329	0.408588716739	0.692580567499
9aa	adam	sigmoid	0.0	50	2.15443469003e-05	1	4	0.569703569658	0.783810567437	60	0.599866336514	0.798242884304	68	0.637356065331	0.798675760279	85	0.595790286532	0.801244951937	121	0.512484001529	0.725807711638	117	0.590981596828	0.785500247019
9_3_aa	sgd	rectify	0.0	21	0.00215443469003	105	74	0.664401812137	0.831520569139	282	0.691909334686	0.83757677792	367	0.767575673209	0.857204065435	348	0.69547943333	0.84815809127	285	0.690036247608	0.841201371069	278	0.710746518796	0.844553736058
9_3_aa	adam	tanh	1.25892541179	21	0.000464158883361	22	1	-0.104401610657	0.448600756974	333	0.0747026312821	0.517103289342	380	0.0570670014445	0.50866872467	79	-0.0881377967197	0.477588889749	316	0.0436477023238	0.513665190083	218	0.000696628273651	0.504382267108
feature_channel_9_3_aa	sgd	rectify	1.25892541179	13	0.000464158883361	105	17	0.0504702028695	0.546531621887	1	-0.102435647619	0.424117795481	323	-0.0789811420289	0.463903097658	1	0.0813255354097	0.546153840274	500	-0.0358424398504	0.507151773618	1	-0.0268042961377	0.486813815512
9aa	adam	tanh	0.501187233627	1	1.0	1	4	nan	0.5	7	nan	0.5	157	8.63078003002e-17	0.5	1	nan	0.5	1	nan	0.5	282	-0.0588092173364	0.484224250714
feature_channel_9_3_aa	sgd	tanh	0.0	50	2.15443469003e-05	501	316	NA	NA	NA	0.403250105759	0.692265968159	500	0.51606054472	0.733798198603	498	0.401333957573	0.688838939485	496	0.395594273723	0.687560405702	500	0.440444634922	0.704134389317
9_3_aa	sgd	rectify	0.199526231497	5	4.64158883361e-06	22	4	0.277264512758	0.637339024089	493	NA	NA	NA	0.133748402191	0.549924010157	37	0.269668984125	0.629199886755	500	0.29287915733	0.63552668855	500	0.232091528987	0.609486773308
feature_channel_9_3_aa	adam	sigmoid	0.0	5	1e-06	1	1	0.550643974243	0.76714851138	498	NA	NA	NA	NA	NA	NA	0.56293782853	0.776591791242	490	0.519949862192	0.749649584496	500	0.541912821298	0.760943036446
feature_channel_9_3_aa	adam	tanh	0.0	32	2.15443469003e-05	4	316	0.592636093205	0.793398287695	129	0.612456370229	0.798735499884	147	0.686741050606	0.821162695821	255	0.627956907332	0.818708508458	132	0.59698170104	0.796091911099	156	0.632887427614	0.80654037407
feature_channel_9_3_aa	adam	sigmoid	0.0	8	0.215443469003	501	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1_9_3_aa	sgd	rectify	0.501187233627	13	0.0001	1	74	8.8178890084e-17	0.5	499	-1.25181148592e-16	0.5	496	0.185273807924	0.585655347648	12	-5.50012070601e-17	0.5	477	nan	0.5	497	0.12072952092	0.537091758728
9aa	sgd	tanh	0.0	5	0.0001	501	1	0.673528399198	0.834501305133	474	0.699777285644	0.84241402249	199	0.77159106114	0.859764043707	227	0.704638875398	0.854731441358	431	0.681559361771	0.83977274501	274	0.714510298675	0.847575291615
9_3_aa	sgd	rectify	0.199526231497	1	0.0464158883361	501	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9_3_aa	rmsprop	rectify	1.25892541179	5	2.15443469003e-05	105	74	0.113673499127	0.583220584313	1	NA	NA	NA	NA	NA	NA	0.0982658411759	0.55150856224	486	0.00111627054953	0.497734786192	312	0.0694765716757	0.536623556184
9aa	adam	sigmoid	1.25892541179	5	0.215443469003	1	17	-0.00995203531762	0.467144470621	423	-0.123380759222	0.422169838187	19	-0.179785386648	0.432795243882	324	0.00632656448191	0.496651146357	381	0.0203959437233	0.467464271666	366	-0.0327093322111	0.483223878024
feature_channel_9_3_aa	adam	rectify	0.0	21	1e-06	105	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9_3_aa	rmsprop	rectify	0.0	1	0.0464158883361	22	4	nan	0.5	28	0.0134060838508	0.5	153	nan	0.5	492	-1.0	0.5	96	-1.0	0.5	205	0.040666020102	0.513202598278
9_3_aa	adam	tanh	0.0	5	1.0	22	17	NA	NA	NA	-0.00876776235887	0.5	68	nan	0.5	331	nan	0.5	270	nan	0.5	378	0.0450604207998	0.514970798479
9aa	sgd	sigmoid	0.0	5	1.0	1	74	0.51124344719	0.776771492408	31	NA	NA	NA	0.541964573431	0.772592718438	175	-0.017141775284	0.5	291	0.478389122726	0.737540114381	97	0.457115313263	0.727793217762
9aa	rmsprop	rectify	0.199526231497	2	0.0464158883361	4	4	8.8178890084e-17	0.5	413	nan	0.5	25	-1.15077067067e-16	0.5	158	nan	0.5	416	nan	0.5	52	-0.0323738175431	0.503591118828
feature_channel_9_3_aa	sgd	sigmoid	0.0	3	1e-06	22	17	0.168434046995	0.578020700555	499	NA	NA	NA	0.123273235103	0.547927582982	16	0.139942380095	0.568965782218	483	0.135112334545	0.553552483502	500	0.141857112597	0.564601479495
9aa	adam	tanh	0.0	21	1.0	1	316	-8.8178890084e-17	0.5	47	-1.25181148592e-16	0.5	51	nan	0.5	411	-5.50012070601e-17	0.5	319	nan	0.5	323	0.0904960081197	0.534295894151
9aa	sgd	tanh	0.0	2	1e-06	105	74	0.166278184935	0.583477824447	499	0.116533436688	0.56073317287	500	0.0089775584942	0.502474184232	475	0.175463127777	0.590729257402	497	0.0577976280528	0.514096224566	500	0.0850265082415	0.545742362749
feature_channel_9_3_aa	rmsprop	rectify	0.501187233627	3	1.0	1	74	8.8178890084e-17	0.5	271	1.25181148592e-16	0.5	193	-1.15077067067e-16	0.5	145	-5.50012070601e-17	0.5	459	-0.00468044740723	0.5	169	0.0910838564802	0.533772309209
feature_channel_9_3_aa	adam	sigmoid	0.0	13	0.215443469003	22	4	-0.101893291291	0.5	6	NA	NA	NA	-8.63078003002e-17	0.5	141	-5.50012070601e-17	0.5	4	-1.57652297304e-16	0.5	383	-0.0340176750168	0.489449685415
9_3_aa	sgd	sigmoid	0.0	5	1e-06	1	4	-0.0386225543161	0.517639265812	500	-0.0815075754097	0.459170290908	500	-0.0445695230599	0.493707739521	495	0.0276414592844	0.483487951051	500	0.155961969103	0.534772631847	386	0.0323428896016	0.490472010681
9aa	adam	rectify	1.25892541179	8	2.15443469003e-05	1	4	-0.00771208484262	0.499515855701	379	0.104848754876	0.547011559568	3	0.0349397325809	0.502811375444	3	0.00289377149329	0.496751525267	1	-0.199369111527	0.413379394632	303	0.0302405991014	0.510083135124
feature_channel_9_3_aa	adam	rectify	1.25892541179	13	1.0	1	316	NA	NA	NA	0.134815741191	0.558486097842	93	-0.0591023014977	0.486084376383	266	0.0876978503829	0.548252121566	22	-0.128250885003	0.451762613397	308	-0.0256867138458	0.491570943707
1_9_3_aa	adam	tanh	0.0	32	1e-06	105	74	0.514099322236	0.756393996699	500	0.508647624713	0.740605576186	497	0.568036404481	0.756528731858	498	0.502988596133	0.746311980305	500	0.39233039691	0.674059185101	499	0.507420772651	0.737707144627
1_9_3_aa	rmsprop	rectify	0.0	50	2.15443469003e-05	22	316	0.533409920245	0.764004913821	491	NA	NA	NA	0.693687569757	0.813670211396	463	0.563307825594	0.781384914333	500	0.513556511094	0.745658301179	302	0.595272782793	0.779430416166
feature_channel_9_3_aa	rmsprop	rectify	0.0	3	2.15443469003e-05	501	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9aa	sgd	sigmoid	0.199526231497	1	4.64158883361e-06	1	4	0.216007503093	0.569513711797	500	0.0432018080124	0.484440257955	499	NA	NA	NA	-0.079192228573	0.487504978211	500	0.0484774708006	0.53219237577	500	0.0277735637349	0.491239532758
9_3_aa	sgd	sigmoid	0.0	32	0.215443469003	501	316	0.70930150496	0.854179902911	415	0.737939758326	0.860511388752	496	0.798557420757	0.875836707733	428	0.735681122385	0.869991630531	471	0.720837327199	0.8586456831	461	0.747956951222	0.864991667853
9aa	adam	tanh	1.25892541179	21	2.15443469003e-05	4	316	-0.0452774584503	0.47094857688	5	0.0720241938662	0.529828406371	360	NA	NA	NA	-0.121551882674	0.423015914302	3	0.0640869970249	0.533205576055	335	-0.0185175870032	0.491157303292
9_3_aa	sgd	tanh	1.25892541179	32	0.000464158883361	501	17	-0.0751222975192	0.471713596323	429	NA	NA	NA	-0.0216326674449	0.510764832726	1	-0.11277875296	0.449453043571	105	0.00905890067886	0.502017991378	1	-0.0535407775323	0.483980461662
9_3_aa	adam	sigmoid	0.0	13	0.000464158883361	1	1	nan	0.5	262	0.505112761113	0.740779668805	73	8.63078003002e-17	0.5	295	0.439946750605	0.694944813526	36	0.427681124924	0.688847109579	66	0.341148661119	0.667019172362
1_9_3_aa	sgd	rectify	1.25892541179	5	0.0001	22	316	-0.02872698302	0.482277032749	500	NA	NA	NA	-0.128952017526	0.43464352525	22	-0.0499907761148	0.464768571899	498	0.0158373667208	0.475659116734	159	-0.0445261818011	0.472095649022
feature_channel_9_3_aa	adam	sigmoid	0.0	21	0.0001	4	316	0.623153138352	0.809991477268	136	0.658271435603	0.819429865322	173	0.731971438445	0.839452381454	314	0.658657898769	0.829431852557	185	0.636741803704	0.814867802044	231	0.671361607938	0.823993831333
feature_channel_9_3_aa	rmsprop	sigmoid	0.199526231497	5	1e-06	22	1	NA	NA	NA	0.595403060562	0.785839314428	489	0.667571792361	0.799314701262	499	0.607711111069	0.79847656599	491	0.532300520497	0.75246399071	495	0.611768333228	0.785522623599
1_9_3_aa	sgd	rectify	0.0	2	0.00215443469003	501	316	0.412109546002	0.70231879022	498	0.585577332302	0.781567644055	499	NA	NA	NA	0.526038667033	0.760265131477	499	0.310270661212	0.646070351571	461	0.467934011252	0.725497864402
9aa	rmsprop	tanh	1.25892541179	13	0.0464158883361	4	316	0.138289337825	0.574491030867	30	NA	NA	NA	-0.119509471221	0.435356422071	77	-0.0214353253894	0.479035432307	447	-0.0929278428425	0.451949917898	361	-0.0211076715839	0.488429632091
9_3_aa	rmsprop	rectify	0.501187233627	3	0.01	105	74	-0.0192347448881	0.5	251	-0.0457750234807	0.5	269	-0.02547747944	0.5	391	-0.00707421799381	0.5	46	0.12126356519	0.5	117	0.0395728106272	0.5
1_9_3_aa	adam	sigmoid	1.25892541179	3	1.0	105	4	NA	NA	NA	-0.058417548778	0.474052866092	141	-0.128260719254	0.450657686022	21	0.134515873182	0.579274857127	417	0.0784504141725	0.533837475104	359	0.0860377859486	0.540257509114
9_3_aa	sgd	rectify	0.0	8	2.15443469003e-05	501	17	0.581628381029	0.788357470982	500	NA	NA	NA	0.658457935191	0.798851445636	494	0.625433197583	0.814192805315	500	0.528762679711	0.749741227125	495	0.609387567799	0.790125303449
